idx,class,conversation
31,일반 대화,미국 교통 당국에서 테슬라 자율 주행 확대에 제동 했대\n 응? 왜 ? 이유가 뭐래?\n 완전자율주행이란건 말도 안되고 기본적인 안전 문제도 해결 안 했대\n 아 그럼 제지 시킬만 했네 뭔들 안전이 우선이잖아 키키\n 테슬라의 기만적인 마케팅도 문제가 있다고 봐 키키\n 너무 그 사람들 말로 코인이 왔다 갔다 거려 ㅠㅠ\n 아 언니도 알구나 *****... 그 사람...\n 으응... 어떤 외국인은 말 안 했으면 좋겠다고 하더라 키키\n 자율 주행 보조 기능이 여러 건의 교통사고와 관련되어 있대 키키\n 맞아 어쨌든 그게 실행되면 운전을 안 할 텐데 ㅠㅠ\n 우리나라에서도 가끔 핸들 안 놓고 자율 주행 영상 나오는데 정말 답이 없어 보여\n 맞아 그럼 면허 없이 다 운전 하는 거지 뭐ㅠㅠ\n 하지만 너무 위험해서 별로야...!\n 그렇긴 하지 아직은 많이 위험해 ㅠㅠ\n 근데 법으로도 안될걸 완전 자율 주행\n 앞 차랑 가까워지면 속도 줄여지는 건 괜찮은데 나머진 직접 하는 게 안전하기는 하지!\n 어떻게 기계를 다 믿겠어 키키 무조건 핸들에는 손을 놔야지\n 맞아 기계도 완벽할 순 없으니 ㅠㅠ
32,일반 대화,"지금 미국 내에서 바이든 여론이 굉장히 안 좋아지고 있대요!\n 왜? 바이든 당선 될때만 해도 기대 많이 하던데\n 최근에 아프간 사태나 이민 정책 실패 같은 문제 때문인 것 같아요!\n ㅠㅠ 대통령도 아무나 하는게 아니네...\n 난 시켜줘도 못하겠다\n 미군 철수하는 것도 국민들이 대부분 찬성했었는데, 철수하는 과정에서 인권문제가 크게 대두되면서 바이든이 많이 비난받고 있다고 하더라구요! ㅜ\n 바이든도 중국이랑 사이 안좋은거 같던...\n 당선 되기전까지만 해도 중국이랑 사이 개선 될거 같다 했었는데... 트럼프때랑 비슷한거 같애\n 그러니까... 트럼프때 미국 국민들이 트럼프 엄청 싫어했다는데.. 바이든이 트럼프를 꺾을 만큼 못하고 있나봐요 키키\n 한번 찾아봐야겠네 ㅠㅠ\n 난 바이든이 잘하고 있는줄 알았는데 그게 아니였네 ㅠㅠ\n 철수 과정에서 전사한 군인들에 대한 예우하는데 성의없이 대하는 장면이 방송에 노출 된 적이 있대요!\n 다음 대선이 궁금하네 키키\n 트럼프 나오면 될려나 키키\n 트럼프 다시 대선 준비 한다고 하던데요?\n 그건 대통령의 자세가 아닌데.. 나라를 위해 전사한 군인들인데, 나라의 대통령으로써 최고의 예우를 해줘야지\n 이건 별개의 여담인데, 어떤 예언자가 3차 세계대전 중동에서 일어날거라고 예언했대요! 키키\n 키키 응 트럼프 백악관 떠나면서도 다음 대선때 돌아온다고 그랬는데...\n 되기 쉽지 않을거 같애\n 휴... 정치라는게 쉽지 않나 봐요...\n 우리나라나... 선진국이라는 미국이나...\n 헐... 3차 세계대전은 안돼 ㅠㅠ\n 진짜 세계 멸망한다...\n 그 예언자의 말이 틀렸으면 좋겠다"
33,일반 대화,요즘 해외에서 이색 반려동물 많이 키우더라\n 해외에서 이색 반려동물을 키운다고?\n 이색 반려동물 어떤 것들? 궁금해\n 데구라는 동물 알아? 키키\n 나 처음 봤는데 귀여워 ㅠㅠ\n 데구라는 무슨 동물이야?\n 처음 들어봐\n 데구라는 동물이 머야?\n 진짜 궁금하다 키키\n 생긴 건 쥐랑 다람쥐 닮았어 키키\n 헐 다람쥐?\n 그럼 귀여운 동물아냐?\n 다람쥐?\n 귀엽겠다 나도 보고싶다\n 응 데구 엄청 귀엽더라 ㅠㅠ\n 국내에서도 반려동물로 분양한 사람도 있나봐\n 뭔가 슈가라이더 같은 느낌일 것 같아 ㅜㅜ\n 나도 분양받아 보고싶다 진짜\n 슈가라이더보다는 조금 클것 같아 키키\n 나도 처음 보는데 진짜 귀여워 키키\n 헐 그럼 더 완전 귀여울 것 같아!\n 진짜 너무 귀여울 거 같아! ㅠㅠ\n 아 나도 반려동물 키우고 싶다 진짜 ㅠㅠ\n 그니깐 ㅜㅜ 그런 아이 한마리쯤 있으면 행복 할 것 같아\n 진짜 나도 한마리쯤 키워 보고 싶다
34,일반 대화,위생 신경 많이 쓰고있제?\n 위생 신경 안 쓸 수가 없겠더라 요즘은ㅜㅜ\n 맞아 어딜가든 위생 신경 써야 해ㅠㅠ\n 요즘 시기에는 코로나때문에 병원도 못 가니깐 어디 아플까봐 청소도 자주하고...\n 맞아 어디 가든 그래도 손소독제가 구비 되어 있어서 다행인 것 같아 하하\n ㅎ 남자친구 입원했을 때 병원가니깐 손소독제가 얼마나 많이 나뒀던지 다들 쓰는 질 모르겠네\n 남자친구 입원해 있었어?\n 응ㅠ 수술해 가지고 며칠 안 있었엉 병원에\n 뭐 때문에 수술한거야 ㅠㅠ\n 염증 때문에 ㅜㅜ 큰수술은 아니구\n 아 그래도 잘 퇴원한거야?\n 응 저번주 퇴원했어 ㅎ 쪼그리고  병원에서 자려니 죽겠더라\n 남자친구 병원에 있는 동안 계속 간호한거가 ?ㅠㅠ\n 아무래도 수술하고 당일은 움직이기 힘드니깐 ㅠ\n 그래도 너가 착하네 남자친구 옆에 계속 있어주고 ~!\n ㅎ 이렇게라도 안하면 내마음이 불편해서 ㅠ
35,일반 대화,오늘 대형사고 쳤다 퇴사를 해야할지 고민이된다\n 얼마나 큰 사고길래 퇴사까지요\n 몰라 내 실수는 아니지만 회사에 타격을 입힌거 같아\n 나가라고 할때까지 버티세요 전 예전에 주유소 알바하는데 기름이랑 경유랑 착각해서 잘못넣은저 있어요\n 그런 실수를 하면 아르바이트 짤리지 않니?\n 맞아요 근데 삼촌 가계라 짤리지는 않았고 저희엄마가 50만원주고 해결해줬어요\n 심하다 여자라서 그런가 주유 경험이 없으면 그런 싫수는 할수 있지\n 전 뭘 잘못한지 모르고 있었어요 ...나중에 사태 심각성을 알았죠\n 알바하는것도 쉽지가 않겠구나 난 투잡을 지금 많이 생각 하고 있거든\n 알바 어려워요 하던사람들이나 하지 않해본 사람들은 포기하는게
36,일반 대화,달고나 계속 보이니깐 하고 싶어 키키\n 키키 안돼 지금 그거 7천 원이야\n 맞아 가격 보고 깜작 놀랐어 키키\n 그래서 못해 ㅜㅜ 진짜 너무 비싸\n 집에서라도 만들어 먹어 볼까?\n 집에서 그냥 만들어 먹어 키키\n 그 찍어서 모양 내는 게 없어 키키\n 그것만 따로 구입하는 게 더 나을 거야 ㅠㅠ\n 그런가? 다이소에 있을라나 모르겠네\n 좀 지나면 다이소에도 나오지 않을까?\n 그러겠지? 키키\n 그냥 지나가다 보이면 달고나 하나 사 먹지 뭐\n 키키 그래도 그 게임 하는 게 꿀인데\n 그치 ㅠㅠ 그거 해보고 싶어\n 집에서 하면 국자 태워 먹는다고 키키\n 이미 태워 먹은 전적이 있지 ㅋ\n 그러다가 등짝 맞고 그러는 거지 뭐 하하
37,일반 대화,"미안하다 운전병 출신이었다 길래 무슨 자동차학과 나온 줄\n 키키 그건, 그냥 보직이 그런 거고\n 원래 전공 살려서 보통 가지 않아?\n 내 남자친구는 전자 쪽 공부해서 통신병 갔거든\n 난 사회복지랑 군대보직이랑 맞는 게 딱히,\n 운전 좋아해서 운전병 갔지 키키\n 그래도 너는 가서 운전이라도 배우고 나와서 부럽다\n 내 남자친군 실생활에 써 먹을만 거 하나도 못 배우고 나왔대\n 키키 그치 우리가 이미 통신은 폰으로 하니까\n 요즘 누가 안테나 꽂고 통신을 해... 키키\n 그나마 별에 별 사람들 다 만나니까 사람 대하는 법은 좀 배운 거 같더라\n 키키 아 그래도 무전기 쓰는 방법은 배워왔지 뭐\n 키키 너는 근데 여자친구랑 군대에서부터 사귄 거야?\n 아니 아니 키키 나 이제 두 달밖에 안 됐어 ㅜ 넌?\n 아 나도 전역 하고 만났어 키키\n 군대 죽어도 못 기다려 나는\n 내 여친은 3번이나 기다려 봤대,\n 허허... 결실이 안 난 덕분에 지금 이쁘게 연애하고 있네 키키 막상 다행\n 키키 근데 여친도 다신 못 기다릴 것 같대 ㅜ\n 그건 그래... 그냥 이쁘게 사겨라 그게 답이다 마\n 너네도 키키 근데 여친은 직업 군인 하고 싶대, ㅎ"
38,일반 대화,나 서울 어디갈지 장소랑 경로 다 짰어 키키\n 오오 재밌겠다 밥은 어디 먹을지 정했어?\n 오호 키키 계획 다 세웠구나 키키 어디 어디 가 키키\n 키키 밥은 숙소에서 배달 시켜 먹을라고 키키\n 키키 계획에 먹는건 크지 않은 느낌\n 서울까지 가서 맛집을 안가? 키키\n 응 키키 먹는거에 딱히 키키 크게 키키 보는게 중요해 키키\n 이번 여행 목표는 전시회니까?! 키키\n 키키 그 놈의 전시회 키키 잘 보고와라\n 응 키키 전시회 키키 그리고 내가 가는 곳 주변에 딱히 맛집이 없더라 키키\n 서울 고속버스터미널 파미에? 거기 음식점 엄청 많더라\n 키키 여행가서 잘 챙겨 먹어\n 아 진짜? 키키 오호 좋은 정보 고마워 키키 거기서 포장해야겠다 키키\n 나는 저번에 서울 가서 고터 쉑쉑 먹고 옴...\n 오 고터에 쉑쉑 생겼구나 키키\n 키키 쉑쉑 맛있었어? 키키 어땠어?\n 근데 거기 복잡해서 조심해야돼 ㅠ 쉑쉑 나는 기본 추천!\n 키키 언니 여행계획 좀 더 디테일하게 세워봐 키키\n 고털 진짜 복잡하기는 하지 키키 아 솔직히 1박2일 너무 짧아\n 고급진 맛이라고 해야 되나? 쉑쉑에서 막걸리쉐이크 나왔더라 좀 궁금하긴 함 키키\n 키키 막걸리 쉐이크 처음 들어보는데 대박이네요 키키\n 키키 와 그건 진짜 우리나라에만 파는거겠다 키키\n 맞아 왕복시간이 있는데 1박 2일도 빡빡하지\n 1박 2일 진짜 시간 빠듯하긴 하죠
39,일반 대화,언니 쇼핑몰 괜찮은 거 뭐 있을까?\n 옷 스타일에 따라 다르지 않나(\n 그치 나는 놈코어룩? 꾸안꾸 좋아해 키키\n 음 나는 약간 자켓 이런 거 좋아해서 ㅜㅜ 브랜디 이런 거 해?\n 오오 브랜디 지그재그랑 비슷한 거!\n 글쎄 난 브랜디만 이용하는데 ㅜㅜ\n 아 근데 브랜디 배송 빨라?\n 빠른 건 빠른데 요즘에 하루 배송도 하더라\n 헐 키키 그런 건 좋다\n 나는 에이블리 쓰는데 가끔 배송이 너무 느려\n 에이블리보단 브랜디가 좋다구 하더라구!\n 브랜디 예전에 한 번 썼는데 다시 들어가봐야징 키키\n 근데 요즘엔 쿠폰을 잘 안 줘 힝\n 헐 쿠폰은 에이블리가 많이 줘서 좋긴 해 키키\n 아 그래!? 브랜디도 많이 줬는데 슬프다\n 그러게 키키 요즘 다 쿠폰 안 뿌려 힝\n 쿠폰이 젤 좋은데 말이야 아쉽넹
40,일반 대화,"어떻게 은행은 갔다옴?\n 은행가서 일단 대출 가능한거는 확인 했어\n 그런데 막상 대출 받을때, 또 정책 바귈 수도 있잖아\n 지금 다른 집도 알아보고 있긴 해\n 다른 곳으로 이사 가려고?\n 아직 결정을 못해서, 병행으로 진행중\n 그럼 다른 집 알아보는 데는 어딘데?\n 같은 **이지 뭐…\n 그냥 같은 아파트 다른 곳?\n 지금 아파트 근처로 알아보는 중"
41,일반 대화,"다음 달부터 위드코로나 전환된다는 기사가 있던데 봤어?\n 확실하게 결정이 된거야?\n 오늘 사회적 거리두리 마지막 단계 발표한다고 하더라구\n 위드코로나가 되도 걱정이네\n 다음 주부터 사적 모임 인원 제한은 8명까지로 늘어난다더라\n 식당도 자정까지 운영하게 되어서 자영업자들 숨통이 트이겠어\n 식당 뿐만 아니라 이제 독서실이나 영화관도 자정까지 하게 되나봐\n 위드코로나가 되면 확진자 수를 더 이상 발표 안하겠지?\n 그런다곤 하던데, 아직 확실한 치료제가 개발된 것도 아니라 불안한건 사실이야\n 너는 코로나 백신 접종 했어?\n 난 1차 접종만 한 상태인데, 너는?\n 나는 2차 접종 끝났어\n 너는 2차 백신 접종 날짜가 언제야?\n 난 다음주에 2차 접종 예약이야\n 1차 백신 접종 부작용은 없었어?\n 독감같은 다른 예방접종과 별다른점 없었어\n 나는 부작용이 너무 심했어서 부스터 백신은 맞기 싫어\n 한번 부작용을 겪은 사람들은 두려워하더라\n 너는 부작용 없었다니 정말 행운이구나\n 2차까지 무탈하게 맞고 위드코로나를 맞을 수 있으면 좋겠다\n 그래 다음주에 2차 접종 잘 맞아"
42,일반 대화,"우리동네 문방구에 뽑기 게임이 있어 우리아이 매일 한다고 난리야\n 뽑기게임 아직도 있구나.\n 미치겠어 하루에 만원은 그냥 까먹어\n 만원이나? 얼마나 했다는 거야?\n 몰라 너무 속상해 안지나가 그길을\n 그래 안 지나가는게 상책이야.\n 그래서 최대한 피해 다니려고해\n 학교앞 문방구는 어떡하지? 뽑기 게임 없애달라고 할 수도 없고 말이야.\n 애 설득하기도 힘들어 이제\n 그러니까 말이야. 건의할 수도 없고, 끝나면 날아가는 걸로 하자."
43,일반 대화,너네 강아지들은 유치원 가는 거 좋아해?\n 한 마리는 좋아하고 다른 한 마리는 싫어해\n 아 진짜? 나는 두마리 다 싫어해서 못 보내\n 그럼 너희집 강아지들은 유치원 안 보내는게 낫겠다\n 응 근데 가끔 보내야 할 때가 있잖아 그럴 때 너무 난감해\n 그럴땐 유치원 말고 호탤 보내면 되지\n 호텔은 더 싫어할 것 같은데\n 제일 좋은 방법은 데리고 다니는건데\n 맞아ㅠㅠ 근데 모든 곳에 다 데려갈 수는 없잖아\n 맞아 ㅜㅜ 나도 강아지 키우면서 제한적인게 이렇게 많은지 몰랐어 ㅠㅠ
44,일반 대화,*서방 엊그제 경찰서 가서 조사받고 왔잖아\n 헐 무슨 일로 그랬어?\n 이모부는 경찰서 갈 일이 없으실 것 같은데요\n 왜죠\n 전전 직장에서 고소해 가지고 참고인으로\n 아하 그렇구나\n 놀랐겠다\n 무슨 일로 직장에서 고소하는 일이 있었을까요\n 어떤 사건으로 경찰서를 간다는 건 무서워\n 그렇지\n 나는 운전면허 갱신할 때 한 번 가봤네\n 경찰서는 갈 곳이 못 되지요\n 법이 웃긴 게 참 별일이 아닌데도 사건을 만들더라고\n 이상한 법도 많더라\n 현실에 맞게 법도 고쳐야 되는데\n 몇십 년이나 된 법을 아직도 안 바꾸고 있어\n 현실적이지 않는 법들이 많아\n 법을 공부하는 사람들은 뭐 할까요\n * 서방이 이번에 법조계 아는 사람이 있어야 되겠다는 걸 느끼더라구요\n 그래서 우리 큰 시누가 자기 아들을 변호사 시키려고 로스쿨 보냈었는데\n 법조계 아는 사람 있으면 든든할 것 같아요\n 사건 사고 났을 때 법을 아는 사람이 없으니까 너무 답답하더라고\n 그렇지\n 어디다 도움을 청할 곳이 없으니까\n 이모네 애들 로스쿨 보내요\n 우리 애들이 법조계 있었으면 나도 원이 없겠다\n 우리 집안에 이제 가능성은 너희 애들밖에 없잖아\n 이모네 애들은 똑똑해서 가능성이 있어요
45,일반 대화,저번에 먹은 김치찌개 너무 맛있어서 또 시켰어\n 저번 먹었다기엔 이틀전에 먹은거 아냐?\n 그래 이틀전에 먹었는데 맛있어서 또 시켰다구\n 어지간히 맛있었나본데?\n 일단 깔끔해!\n 음식이 깔끔하단거야?\n 응 음식도 깔끔하고 포장방법도 깔끔하고\n 네가 좋아할만하네\n 응\n 그리고 재료도 듬뿍이야\n 와우 거의 완벽한집인데?\n 김치도 국산으로 만든다고 자부심이 대단하더라고\n 믿고 먹을 수 있겠다\n 맞아 1년마다 무슨 검사도 한다고 적어두셨더라\n 솔직히 배달음식 먹으면 불안할때 많은데\n 그렇게 적어두면 안심되겠다\n 응 그래서 시켰지 후후\n 맛있게 먹어!\n 그래야지 너도 얼른 저녁먹어\n 네가 김치찌개 얘기하니까 나도 먹고싶어\n 돼지고기 김치찌개 시켰어?\n 당연하지
46,일반 대화,머샀나?\n 오늘 비요뜨 한박스랑 깍두기 필통~\n 그셋중에서 뭐가 문제가 되는건데 키키\n 그냥 박스들이 문제가 되는거지 쓰레기\n 쇼핑많이해서 박스 많이 나온다고 머라하는거야?\n 본인이 버려야되는데?\n 응 맞아 키키\n 오빠가 다버려야되서 키키\n 쓰레기 많이 나오니 싫지\n 아 그런거구나... 쇼핑을 하면 꼭... 박스는 나오기 마련인데 ㅠ\n 나도 근데 사실 사는건 좋은데 택배 뜯는거 정리하는거 너무 귀찮아\n 그래 접때다고 게속 카대 키키\n 난 택배뜯는 재미가 잇는데 키키\n 사는건 재밌음 키키\n 박스 뜯어서 눈에 딱 이고 난 순간 부터 아 .정리는 귀찮... 키키\n 키키 정리는 다 비슷하군
